"Temperatura","Humedad","VientoVelocidad","Precipitation","PresionAtmosferica","Localizacion","TipoClima","Estacion"
16,80,16,87,998.77,"Llanura","Lluvioso","Primavera"
24,78,11.5,14,1009.36,"Montania","Nublado","Primavera"
-6,73,6,69,993.65,"Montania","Nevado","Invierno"
32,74,12,82,1009.15,"Llanura","Nublado","Verano"
21,29,7,10,1016.67,"Costa","Soleado","Verano"
20,40,10,11,1028.64,"Llanura","Soleado","Primavera"
36,108,13.5,80,1012.38,"Costa","Soleado","Verano"
12,84,10,82,1004.16,"Llanura","Lluvioso","Otonio"
19,53,3,71,1093.45,"Costa","Soleado","Verano"
-5,35,8.5,14,903.36,"Llanura","Soleado","Primavera"
-12,70,23,73,984.01,"Montania","Nevado","Invierno"
34,24,7.5,4,1017.29,"Montania","Soleado","Primavera"
34,76,13,84,1075.26,"Llanura","Soleado","Invierno"
12,99,8,66,994.05,"Montania","Lluvioso","Primavera"
2,75,11,50,998.64,"Llanura","Nevado","Invierno"
0,83,3,73,984.4,"Montania","Nevado","Invierno"
12,50,14,33,1013.06,"Costa","Nublado","Otonio"
36,89,39,88,1002.66,"Costa","Lluvioso","Verano"
17,70,13,33,1161.97,"Montania","Nevado","Primavera"
12,96,7,50,1010.03,"Montania","Lluvioso","Verano"
33,70,2.5,13,1013.34,"Montania","Nublado","Otonio"
26,102,11,79,1014.49,"Llanura","Soleado","Verano"
23,71,17,83,993.81,"Montania","Lluvioso","Otonio"
-9,71,8,71,980.85,"Llanura","Nevado","Invierno"
4,70,14.5,81,989.71,"Llanura","Nevado","Invierno"
18,58,2.5,18,1015.99,"Montania","Nublado","Verano"
18,74,11,27,1012.42,"Montania","Nublado","Invierno"
32,68,5.5,35,1004.95,"Llanura","Nublado","Verano"
66,74,6,107,1016.37,"Montania","Soleado","Otonio"
17,51,13.5,38,1016.7,"Llanura","Nublado","Primavera"
16,98,19.5,92,1007.21,"Costa","Lluvioso","Verano"
4,86,15.5,58,982.97,"Llanura","Nevado","Invierno"
12,50,12,33,1017.74,"Montania","Nublado","Verano"
-1,88,13.5,95,991.69,"Llanura","Nevado","Invierno"
78,104,23.5,101,996.11,"Llanura","Lluvioso","Otonio"
29,52,14.5,20,1014.66,"Montania","Nublado","Otonio"
19,91,22,104,995.33,"Costa","Lluvioso","Otonio"
59,97,20,79,1002.62,"Costa","Lluvioso","Verano"
23,64,9,9,1022.48,"Montania","Soleado","Verano"
-4,85,11.5,72,981.04,"Montania","Nevado","Invierno"
-7,90,13,98,999.54,"Llanura","Nevado","Invierno"
24,20,5.5,8,1022.52,"Montania","Soleado","Verano"
11,89,9.5,91,1007.41,"Montania","Lluvioso","Otonio"
30,52,4,12,1003.84,"Montania","Nublado","Invierno"
-8,61,2,56,1152.88,"Montania","Nublado","Verano"
21,56,12.5,16,1007.62,"Costa","Nublado","Verano"
10,71,1.5,23,1009.78,"Llanura","Nublado","Verano"
26,78,16,73,995.51,"Llanura","Lluvioso","Verano"
18,57,2.5,22,1003.67,"Costa","Nublado","Verano"
13,61,12,97,1013.72,"Llanura","Lluvioso","Verano"
12,73,12,13,1001.98,"Llanura","Nublado","Otonio"
28,70,8,14,1019.09,"Montania","Nublado","Primavera"
-2,85,8.5,85,984.09,"Llanura","Nevado","Invierno"
30,57,13.5,17,1013.29,"Llanura","Nublado","Otonio"
37,31,3,4,1015.11,"Costa","Soleado","Otonio"
17,63,9,99,1001.36,"Llanura","Lluvioso","Invierno"
10,53,3,34,1008.23,"Llanura","Nublado","Verano"
27,68,10.5,65,1010.27,"Llanura","Lluvioso","Invierno"
31,51,8,10,1019.04,"Costa","Nublado","Otonio"
39,71,4.5,24,1014.15,"Costa","Lluvioso","Invierno"
23,62,3.5,38,1011.74,"Llanura","Nublado","Otonio"
30,80,10,73,997.7,"Llanura","Lluvioso","Primavera"
11,64,9,22,1017,"Montania","Nublado","Otonio"
10,57,10,46,1017.14,"Llanura","Nublado","Invierno"
19,59,10.5,46,1014.93,"Montania","Nublado","Primavera"
13,81,11,79,1010.49,"Montania","Lluvioso","Primavera"
28,29,2,13,1029.04,"Montania","Soleado","Verano"
43,61,8,18,1016.89,"Montania","Soleado","Otonio"
6,100,6,93,995.07,"Montania","Nevado","Invierno"
36,70,9.5,43,1126.88,"Costa","Soleado","Primavera"
-17,78,11,11,1076.14,"Montania","Lluvioso","Verano"
27,25,9.5,68,1063.78,"Costa","Nublado","Verano"
32,54,1.5,31,1006.9,"Llanura","Nublado","Primavera"
21,35,2,14,1024.97,"Montania","Soleado","Otonio"
-4,96,6,60,994.34,"Llanura","Nevado","Invierno"
21,56,6.5,1,1021.27,"Llanura","Soleado","Verano"
24,53,4,18,1028.11,"Costa","Soleado","Verano"
-5,63,15,44,948.41,"Llanura","Soleado","Otonio"
-20,61,12.5,65,1073.24,"Montania","Soleado","Primavera"
22,37,4,11,1025.54,"Llanura","Soleado","Verano"
15,68,5.5,73,997.04,"Montania","Lluvioso","Otonio"
64,85,14,84,1003.45,"Costa","Nublado","Verano"
24,47,3,16,1029.8,"Costa","Soleado","Otonio"
11,68,9,52,990.06,"Llanura","Lluvioso","Primavera"
37,37,5.5,29,965.32,"Llanura","Nevado","Primavera"
13,96,7,50,1012.72,"Costa","Lluvioso","Invierno"
12,77,5,28,1009.8,"Llanura","Nublado","Primavera"
41,21,3,14,1015.9,"Llanura","Soleado","Primavera"
36,40,6.5,3,1015.23,"Llanura","Soleado","Verano"
2,66,1,53,983.97,"Montania","Nevado","Invierno"
2,66,5,77,980.26,"Montania","Nevado","Invierno"
41,65,0.5,14,1013.75,"Llanura","Soleado","Invierno"
39,42,0,3,1029.06,"Llanura","Soleado","Primavera"
29,38,9.5,6,1029.8,"Costa","Soleado","Verano"
29,23,9.5,16,1017.07,"Montania","Soleado","Primavera"
51,77,20.5,95,1027.4,"Costa","Soleado","Verano"
27,57,11.5,37,1000.52,"Llanura","Nublado","Verano"
23,67,11.5,39,1003.1,"Costa","Nublado","Otonio"
41,62,5.5,18,1022.63,"Montania","Soleado","Primavera"
4,30,3,31,1015.74,"Costa","Nublado","Otonio"
25,99,24,95,1014.22,"Montania","Lluvioso","Verano"
36,25,0.5,7,1014.08,"Costa","Soleado","Otonio"
14,73,8,40,1001.7,"Costa","Nublado","Otonio"
32,86,8.5,91,1004.24,"Costa","Lluvioso","Primavera"
31,56,1,68,920.85,"Montania","Nublado","Otonio"
10,64,11,57,896.76,"Montania","Soleado","Primavera"
-2,76,9,65,997.49,"Llanura","Nevado","Invierno"
34,57,9.5,14,1001.57,"Costa","Nublado","Primavera"
14,70,14,29,1007.08,"Costa","Nublado","Primavera"
12,96,6,78,1015.87,"Costa","Lluvioso","Primavera"
22,64,8.5,0,1011.35,"Montania","Soleado","Verano"
12,65,6.5,99,996.32,"Llanura","Lluvioso","Otonio"
10,80,19.5,85,1018.4,"Montania","Lluvioso","Primavera"
16,57,4.5,43,1004.93,"Costa","Nublado","Primavera"
21,94,13.5,81,1006.73,"Costa","Lluvioso","Otonio"
27,89,16,59,1012.16,"Montania","Lluvioso","Invierno"
34,63,9,17,1012.59,"Costa","Soleado","Invierno"
-6,33,1,76,1084.82,"Costa","Nevado","Invierno"
27,77,13.5,24,1015.2,"Costa","Nublado","Otonio"
40,73,19.5,85,1020.91,"Costa","Soleado","Primavera"
-2,96,13.5,77,990.92,"Llanura","Nevado","Invierno"
29,77,3.5,22,1018.95,"Costa","Nublado","Invierno"
35,59,3,14,1021.19,"Costa","Soleado","Verano"
43,21,0.5,16,1021.6,"Llanura","Soleado","Primavera"
24,54,1,4,1017.97,"Montania","Soleado","Otonio"
33,83,27.5,102,1003.99,"Costa","Nublado","Otonio"
27,45,0,6,1010.85,"Montania","Soleado","Verano"
0,60,17.5,57,991.36,"Montania","Nevado","Invierno"
23,50,1.5,25,1006.93,"Llanura","Nublado","Otonio"
33,56,9,19,1008.6,"Montania","Nublado","Primavera"
-24,100,17.5,81,995.8,"Llanura","Nevado","Invierno"
28,58,8,30,1012.78,"Montania","Nublado","Primavera"
30,79,5,85,991.31,"Montania","Lluvioso","Verano"
30,56,12,33,1001.35,"Costa","Nublado","Verano"
41,79,2.5,49,851.14,"Llanura","Soleado","Invierno"
32,94,11,80,1015.62,"Costa","Lluvioso","Primavera"
4,67,20,58,995.92,"Montania","Nevado","Invierno"
14,68,11,14,1000.36,"Llanura","Nublado","Otonio"
30,88,9,76,1009.19,"Costa","Lluvioso","Primavera"
-7,76,1,84,997.14,"Montania","Nevado","Invierno"
44,69,2,9,1014.44,"Costa","Soleado","Primavera"
24,44,1.5,10,1016.28,"Llanura","Soleado","Otonio"
28,72,8,75,993.3,"Costa","Lluvioso","Otonio"
18,66,14,10,1000.04,"Costa","Nublado","Otonio"
10,55,3.5,29,1019.41,"Costa","Nublado","Verano"
19,45,6,26,1012.42,"Llanura","Soleado","Primavera"
1,74,2.5,89,993.98,"Montania","Nevado","Invierno"
24,89,14,80,1005.61,"Costa","Lluvioso","Verano"
13,79,6,13,1000.6,"Montania","Nublado","Primavera"
35,32,6.5,0,1015.19,"Llanura","Soleado","Verano"
13,53,2.5,39,1006.73,"Montania","Nublado","Invierno"
28,84,37.5,105,1018.64,"Llanura","Lluvioso","Primavera"
27,43,7,10,1015.41,"Llanura","Soleado","Otonio"
4,66,15,51,994.04,"Montania","Nevado","Invierno"
14,99,6.5,54,991.63,"Montania","Lluvioso","Verano"
25,23,1,8,1021.91,"Llanura","Soleado","Primavera"
20,69,0.5,49,1019.58,"Montania","Nublado","Primavera"
19,83,11.5,95,1011.46,"Costa","Lluvioso","Verano"
25,66,8,91,992.8,"Llanura","Lluvioso","Primavera"
22,62,13.5,71,1018.8,"Montania","Lluvioso","Otonio"
27,22,8.5,10,1023.11,"Costa","Soleado","Verano"
60,70,20.5,77,1012.82,"Costa","Lluvioso","Otonio"
36,97,20.5,91,1013.2,"Montania","Soleado","Verano"
29,71,1.5,17,1005.52,"Costa","Nublado","Primavera"
19,65,8,27,1011.53,"Costa","Nublado","Primavera"
3,73,14,93,989.23,"Llanura","Nevado","Invierno"
44,61,8,1,1021.46,"Costa","Soleado","Primavera"
35,58,14,88,998.62,"Montania","Nublado","Otonio"
19,79,9.5,21,1018.91,"Llanura","Nublado","Invierno"
-9,64,13.5,89,997.55,"Llanura","Nevado","Invierno"
28,91,11.5,96,1016.87,"Montania","Soleado","Verano"
21,62,7.5,33,1001.14,"Montania","Nublado","Invierno"
42,52,4,13,1023.36,"Costa","Soleado","Invierno"
73,108,12,80,1013.13,"Costa","Soleado","Otonio"
-10,59,14,20,863.05,"Costa","Soleado","Otonio"
26,73,13,19,1019.26,"Llanura","Nublado","Verano"
14,71,0.5,12,1013.68,"Costa","Nublado","Otonio"
3,99,1.5,56,998.52,"Llanura","Nevado","Invierno"
21,90,17,60,998.15,"Llanura","Lluvioso","Otonio"
1,85,7.5,79,981.76,"Llanura","Nevado","Invierno"
28,62,1,2,1027.03,"Llanura","Soleado","Primavera"
-13,56,13,56,841.83,"Costa","Lluvioso","Primavera"
51,82,25.5,88,1009.75,"Montania","Nublado","Verano"
-7,94,4,78,992.39,"Montania","Nevado","Invierno"
20,64,9,13,1015.34,"Costa","Soleado","Verano"
26,27,6,18,1024.09,"Montania","Soleado","Otonio"
24,56,5,19,1017.25,"Montania","Soleado","Verano"
31,51,1.5,4,1027.54,"Costa","Soleado","Primavera"
34,52,4.5,29,1014.19,"Llanura","Nublado","Verano"
17,83,17,54,990.52,"Montania","Lluvioso","Otonio"
21,56,5,39,1013.36,"Llanura","Nublado","Verano"
12,79,6.5,80,1008.27,"Montania","Lluvioso","Verano"
25,71,15,107,1010.26,"Montania","Lluvioso","Primavera"
25,29,6.5,6,1015.17,"Costa","Soleado","Primavera"
29,63,7,88,1000.99,"Costa","Lluvioso","Verano"
20,64,5,64,1013.05,"Llanura","Lluvioso","Invierno"
16,76,8.5,46,1015.34,"Montania","Nublado","Verano"
37,25,2.5,12,1017.93,"Costa","Soleado","Verano"
19,80,24.5,70,1006.31,"Llanura","Nublado","Primavera"
37,49,5.5,3,1027.14,"Costa","Soleado","Primavera"
-9,55,3,71,823.54,"Costa","Nevado","Verano"
13,52,9.5,42,1012.28,"Montania","Nublado","Invierno"
29,92,12.5,96,1000.69,"Llanura","Lluvioso","Primavera"
1,95,7.5,80,994.31,"Montania","Nevado","Invierno"
-11,71,7.5,14,874.63,"Montania","Nevado","Primavera"
-5,81,7,50,987.6,"Montania","Nevado","Invierno"
19,94,13,63,999.33,"Montania","Lluvioso","Otonio"
17,59,10,27,1002.36,"Costa","Nublado","Verano"
-8,86,12,57,992.13,"Llanura","Nevado","Invierno"
17,76,4,39,1010.02,"Costa","Nublado","Otonio"
-10,81,3.5,54,986.73,"Montania","Nevado","Invierno"
41,83,26.5,78,1013.02,"Llanura","Nublado","Verano"
28,75,17.5,82,1018.38,"Montania","Lluvioso","Otonio"
-12,83,39.5,71,988.88,"Montania","Nevado","Invierno"
15,97,9.5,86,1018.49,"Montania","Lluvioso","Invierno"
27,76,10.5,46,1014.42,"Costa","Nublado","Invierno"
31,92,13,99,1015.08,"Llanura","Lluvioso","Primavera"
22,86,9.5,52,1010.08,"Llanura","Lluvioso","Primavera"
-1,89,13.5,63,984.25,"Montania","Nevado","Invierno"
10,64,13,79,997.25,"Llanura","Lluvioso","Otonio"
18,52,12.5,49,1015.77,"Montania","Nublado","Verano"
1,28,1.5,48,1126.18,"Llanura","Nublado","Primavera"
31,79,5,31,1001.76,"Llanura","Nublado","Otonio"
-5,78,10,85,985.92,"Llanura","Nevado","Invierno"
33,49,0,15,1023.19,"Costa","Soleado","Otonio"
-2,92,18.5,56,983.95,"Montania","Nevado","Invierno"
16,93,11,85,1012.16,"Costa","Lluvioso","Otonio"
33,75,2.5,45,1007.13,"Montania","Nublado","Otonio"
26,107,8,89,1007.39,"Costa","Nublado","Otonio"
23,53,4,15,1013.46,"Costa","Soleado","Invierno"
30,76,3,16,1005.07,"Llanura","Nublado","Verano"
23,109,12.5,81,1010.9,"Costa","Nublado","Primavera"
1,77,18,92,988.56,"Montania","Nevado","Invierno"
17,76,14,78,994.45,"Montania","Lluvioso","Verano"
30,56,2.5,18,1025.68,"Montania","Soleado","Invierno"
37,50,5,0,1014.57,"Montania","Soleado","Verano"
23,52,8,15,1013.38,"Llanura","Nublado","Verano"
13,77,6,27,1070.87,"Costa","Lluvioso","Otonio"
2,104,27.5,96,994.55,"Montania","Nevado","Invierno"
36,89,0.5,73,1006.71,"Costa","Nublado","Verano"
36,34,2.5,14,1012.25,"Llanura","Soleado","Verano"
25,26,6,1,1017.89,"Montania","Soleado","Verano"
-8,96,18.5,98,980.43,"Llanura","Nevado","Invierno"
33,64,1.5,3,1024.93,"Costa","Soleado","Primavera"
21,36,0,5,1019.15,"Montania","Soleado","Verano"
32,84,8.5,70,1000.17,"Llanura","Lluvioso","Verano"
41,42,9,17,1029.78,"Montania","Soleado","Otonio"
-4,73,3,61,996.62,"Llanura","Nevado","Invierno"
-15,92,26,86,999.98,"Llanura","Nevado","Invierno"
39,49,1.5,14,1011.5,"Costa","Soleado","Otonio"
-6,77,16.5,64,990.58,"Llanura","Nevado","Invierno"
21,77,16,51,1005.83,"Llanura","Lluvioso","Primavera"
22,55,0,33,1003.28,"Costa","Nublado","Otonio"
33,25,6.5,16,1023.42,"Llanura","Soleado","Verano"
23,99,6,79,1022.51,"Montania","Soleado","Invierno"
11,46,13,92,852.25,"Costa","Lluvioso","Primavera"
26,79,15.5,99,1019.63,"Costa","Nublado","Primavera"
-7,91,7.5,84,980.7,"Montania","Nevado","Invierno"
0,99,15.5,85,982.91,"Montania","Nevado","Invierno"
14,77,14.5,95,1012.02,"Llanura","Lluvioso","Primavera"
34,28,4.5,7,1019.19,"Costa","Soleado","Primavera"
31,23,6.5,6,1019.96,"Montania","Soleado","Primavera"
32,58,2,20,1000.98,"Llanura","Nublado","Otonio"
-19,80,15,76,999.84,"Llanura","Nevado","Invierno"
26,91,16.5,55,1010.76,"Montania","Lluvioso","Primavera"
-19,48,10,85,976.19,"Costa","Lluvioso","Invierno"
16,61,7.5,45,1015.05,"Montania","Nublado","Primavera"
33,68,7.5,94,996.65,"Costa","Lluvioso","Verano"
-4,101,34,76,988.5,"Montania","Nevado","Invierno"
-2,90,8.5,59,999.51,"Llanura","Nevado","Invierno"
13,98,7,52,1012.26,"Costa","Lluvioso","Otonio"
24,68,14.5,63,996.93,"Llanura","Lluvioso","Primavera"
40,52,0,0,1024.45,"Costa","Soleado","Otonio"
36,56,12.5,37,848.2,"Llanura","Lluvioso","Verano"
38,90,36.5,109,998.71,"Llanura","Lluvioso","Otonio"
27,69,15.5,74,991.07,"Costa","Lluvioso","Invierno"
27,56,2.5,14,1012.89,"Montania","Nublado","Otonio"
27,82,12,89,1002.5,"Llanura","Lluvioso","Primavera"
17,74,19,64,991.47,"Llanura","Lluvioso","Invierno"
-8,71,4.5,78,993.38,"Llanura","Nevado","Invierno"
-4,89,12.5,73,983.3,"Llanura","Nevado","Invierno"
27,60,9.5,24,1014.49,"Llanura","Nublado","Verano"
29,59,4,5,1017.58,"Montania","Soleado","Primavera"
39,41,4,11,1016.32,"Costa","Soleado","Otonio"
20,73,14.5,31,1016.07,"Costa","Nublado","Verano"
21,40,4.5,10,1010.51,"Llanura","Soleado","Otonio"
32,64,1.5,25,1006.06,"Llanura","Nublado","Primavera"
29,47,3,14,1024.55,"Llanura","Soleado","Otonio"
22,80,14,95,998.1,"Costa","Lluvioso","Verano"
25,74,3.5,105,1013.72,"Llanura","Nublado","Otonio"
-8,83,14,78,995.19,"Montania","Nevado","Invierno"
32,57,8.5,43,1002.45,"Llanura","Nublado","Verano"
16,73,10,66,995.6,"Montania","Lluvioso","Verano"
-9,78,12.5,84,999.78,"Llanura","Nevado","Invierno"
29,54,5,15,1017.97,"Costa","Soleado","Otonio"
25,79,11.5,29,1015.62,"Llanura","Nublado","Verano"
27,60,0,24,1008.39,"Costa","Nublado","Primavera"
11,53,6.5,46,904.02,"Costa","Lluvioso","Primavera"
-2,64,14,73,985.08,"Montania","Nevado","Invierno"
84,75,18,76,1019.43,"Montania","Soleado","Otonio"
11,50,4,19,1011.69,"Montania","Nublado","Invierno"
30,64,15,61,995.83,"Llanura","Lluvioso","Primavera"
32,60,3.5,43,1005.35,"Montania","Soleado","Otonio"
17,78,10.5,71,992.32,"Montania","Lluvioso","Invierno"
-10,86,11,69,999.19,"Llanura","Nevado","Invierno"
40,52,10,2,1010.31,"Costa","Soleado","Otonio"
22,30,8,4,1027.7,"Llanura","Soleado","Verano"
28,38,5.5,78,846.61,"Costa","Nublado","Primavera"
42,56,7.5,10,1024.89,"Montania","Soleado","Verano"
18,69,9,39,1013.45,"Montania","Nublado","Otonio"
24,61,9.5,4,1016.56,"Montania","Soleado","Invierno"
18,60,16,62,990.89,"Montania","Lluvioso","Verano"
-4,83,37.5,72,991.22,"Llanura","Nevado","Invierno"
8,77,17,73,1014.85,"Costa","Lluvioso","Verano"
25,59,4,48,1018.44,"Montania","Nublado","Invierno"
22,53,1.5,14,1010.41,"Llanura","Soleado","Primavera"
21,37,9,10,1018.45,"Montania","Soleado","Otonio"
32,56,12,35,1003.57,"Montania","Nublado","Otonio"
22,106,11,91,1005.53,"Llanura","Lluvioso","Verano"
16,89,3.5,93,1025.19,"Llanura","Soleado","Verano"
26,59,1.5,40,1006.19,"Montania","Nublado","Verano"
27,99,13,77,1004.66,"Costa","Lluvioso","Otonio"
18,38,11,20,892.79,"Montania","Nevado","Otonio"
21,75,5.5,23,1004.22,"Montania","Nublado","Primavera"
33,71,1,20,1004.68,"Montania","Nublado","Otonio"
34,88,15,61,991.2,"Costa","Lluvioso","Otonio"
59,88,12.5,103,1014.6,"Montania","Soleado","Otonio"
11,89,18,70,1016.69,"Costa","Lluvioso","Otonio"
29,96,13,95,1019.88,"Llanura","Lluvioso","Primavera"
40,59,10,17,1025.55,"Costa","Soleado","Primavera"
5,20,1,37,1055.06,"Montania","Lluvioso","Primavera"
32,66,4.5,17,1014.48,"Costa","Nublado","Primavera"
33,67,9,16,1024.5,"Llanura","Soleado","Primavera"
34,95,29,86,1002.06,"Costa","Lluvioso","Invierno"
24,51,7,53,882.48,"Llanura","Nublado","Verano"
29,34,6,11,1015.86,"Montania","Soleado","Otonio"
-5,80,1.5,77,987.79,"Llanura","Nevado","Invierno"
24,41,3.5,1,1021.36,"Llanura","Soleado","Invierno"
34,54,3,3,1018.13,"Montania","Soleado","Primavera"
23,67,17.5,92,997.5,"Costa","Lluvioso","Verano"
31,83,17.5,75,1015.19,"Montania","Lluvioso","Otonio"
34,65,11,74,1013.38,"Costa","Lluvioso","Otonio"
17,80,16.5,58,1017.52,"Montania","Lluvioso","Primavera"
31,25,9.5,9,1026.9,"Montania","Soleado","Otonio"
17,70,14,32,1000.71,"Costa","Nublado","Primavera"
11,55,5,11,1019.15,"Montania","Nublado","Otonio"
24,75,10,67,994.12,"Llanura","Lluvioso","Primavera"
32,50,1,25,1013.75,"Llanura","Nublado","Otonio"
20,69,19.5,80,997.52,"Costa","Lluvioso","Primavera"
21,22,6.5,5,1010.7,"Llanura","Soleado","Primavera"
18,56,11,46,1012.72,"Montania","Nublado","Verano"
33,61,18,89,991.43,"Costa","Lluvioso","Primavera"
6,22,4,74,911.37,"Llanura","Soleado","Otonio"
11,65,4.5,39,1010.86,"Costa","Nublado","Otonio"
17,74,1,31,1018.03,"Montania","Nublado","Primavera"
36,31,2.5,5,1015.88,"Llanura","Soleado","Invierno"
20,73,11.5,77,1009.86,"Costa","Nublado","Otonio"
-6,40,7.5,79,1078.03,"Montania","Nevado","Primavera"
41,108,16.5,72,998.91,"Llanura","Lluvioso","Primavera"
15,74,8.5,20,1016.99,"Llanura","Nublado","Invierno"
33,58,3.5,14,1006.58,"Costa","Nublado","Primavera"
39,38,14.5,75,1045.07,"Llanura","Soleado","Verano"
13,53,0.5,24,1017.23,"Llanura","Nublado","Primavera"
21,62,5,19,1028.38,"Costa","Soleado","Primavera"
47,103,33,106,1005.94,"Montania","Lluvioso","Verano"
11,82,13,68,998.55,"Llanura","Lluvioso","Verano"
29,24,6.5,3,1022.56,"Montania","Soleado","Verano"
-12,98,26,88,996.82,"Llanura","Nevado","Invierno"
-11,32,3.5,75,1172.42,"Costa","Soleado","Primavera"
1,67,4.5,19,1124.73,"Montania","Soleado","Verano"
12,50,3.5,12,1015.19,"Montania","Nublado","Primavera"
15,63,6.5,29,1019.24,"Costa","Nublado","Invierno"
13,98,11.5,54,997.12,"Costa","Lluvioso","Otonio"
33,52,7,2,1026.45,"Llanura","Soleado","Verano"
21,82,7.5,50,1001.53,"Montania","Lluvioso","Primavera"
-4,103,2.5,91,984.19,"Llanura","Nevado","Invierno"
11,61,12,73,816.58,"Costa","Soleado","Otonio"
42,94,37.5,90,1013.1,"Costa","Lluvioso","Verano"
32,77,10,64,1016.78,"Llanura","Lluvioso","Otonio"
-2,82,3.5,89,983.11,"Llanura","Nevado","Invierno"
41,71,11,31,947.36,"Llanura","Soleado","Verano"
2,91,2.5,51,996.72,"Montania","Nevado","Invierno"
36,48,3.5,11,1024.92,"Montania","Soleado","Otonio"
32,31,9.5,18,1021.33,"Costa","Soleado","Primavera"
-10,75,9.5,75,993.18,"Llanura","Nevado","Invierno"
11,86,11,82,1001.8,"Costa","Lluvioso","Primavera"
21,99,16,60,1011.58,"Llanura","Lluvioso","Invierno"
32,27,10,5,1027.41,"Costa","Soleado","Otonio"
19,78,6.5,33,1004.21,"Llanura","Nublado","Primavera"
26,42,7,15,1026.06,"Costa","Soleado","Otonio"
75,70,35.5,99,1019.26,"Montania","Nublado","Primavera"
44,55,0.5,18,1020.67,"Montania","Soleado","Otonio"
26,81,8.5,66,1005.64,"Costa","Lluvioso","Verano"
25,82,19.5,86,1009.16,"Montania","Lluvioso","Primavera"
3,79,7.5,80,993.59,"Montania","Nevado","Invierno"
23,84,19,74,1013.45,"Montania","Soleado","Primavera"
25,102,24.5,87,996.35,"Costa","Lluvioso","Primavera"
30,51,7,4,1018.49,"Montania","Soleado","Verano"
4,64,15.5,55,990.36,"Montania","Nevado","Invierno"
27,49,3,12,1028.57,"Montania","Soleado","Otonio"
48,93,5.5,75,1017.07,"Montania","Soleado","Invierno"
-13,77,9.5,46,912.8,"Llanura","Soleado","Primavera"
-8,68,5.5,80,990.74,"Montania","Nevado","Invierno"
31,37,3.5,10,1017.43,"Llanura","Soleado","Verano"
-5,97,6,51,984.17,"Montania","Nevado","Invierno"
-5,92,10,68,997.53,"Montania","Nevado","Invierno"
14,69,14.5,16,1013.48,"Montania","Nublado","Invierno"
47,23,10.5,82,1172.49,"Llanura","Nevado","Primavera"
1,91,14,52,984.77,"Llanura","Nevado","Invierno"
39,51,2.5,15,1021.17,"Costa","Soleado","Verano"
-3,86,15.5,87,987.77,"Llanura","Nevado","Invierno"
20,72,36,102,1001.63,"Montania","Nublado","Primavera"
25,79,7,63,996.44,"Costa","Lluvioso","Primavera"
0,72,7.5,70,990.77,"Montania","Nevado","Invierno"
33,61,6.5,69,1008.12,"Llanura","Lluvioso","Verano"
43,30,4,19,1028.42,"Costa","Soleado","Primavera"
32,62,15,54,1014.33,"Costa","Lluvioso","Otonio"
19,65,7.5,39,1009.88,"Montania","Nublado","Verano"
2,103,7,103,994.52,"Llanura","Nevado","Invierno"
15,51,13,34,1018.72,"Costa","Nublado","Verano"
41,97,27.5,101,991.49,"Montania","Lluvioso","Verano"
26,105,13,96,1014.18,"Montania","Soleado","Verano"
28,45,9,11,1023.95,"Montania","Soleado","Verano"
23,68,15,96,1009.24,"Montania","Lluvioso","Otonio"
40,32,6.5,15,1029.8,"Llanura","Soleado","Otonio"
10,60,7.5,90,1125.69,"Costa","Soleado","Primavera"
27,48,8,3,1019.05,"Costa","Soleado","Primavera"
24,74,5.5,35,1005.48,"Montania","Nublado","Verano"
11,73,9.5,39,1019.63,"Montania","Nublado","Primavera"
11,59,1,10,1014.57,"Costa","Nublado","Verano"
22,56,8,17,1024.09,"Costa","Soleado","Primavera"
-2,87,3.5,59,998.78,"Montania","Nevado","Invierno"
-10,35,11,84,1170.78,"Llanura","Nublado","Primavera"
20,27,8.5,15,1013.44,"Costa","Soleado","Verano"
1,60,18.5,71,996.93,"Llanura","Nevado","Invierno"
-9,93,13.5,80,984.79,"Montania","Nevado","Invierno"
27,81,19.5,79,1006.48,"Montania","Lluvioso","Otonio"
24,42,8,15,1013.56,"Costa","Soleado","Otonio"
46,47,2.5,29,1183.59,"Llanura","Soleado","Otonio"
35,94,17,101,1000.99,"Montania","Nublado","Verano"
0,75,3.5,56,997.51,"Montania","Nevado","Invierno"
1,96,9,95,990.82,"Montania","Nevado","Invierno"
36,55,1,19,1024.47,"Montania","Soleado","Primavera"
